,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,gdp, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,log_rate
186,2005,1,75.3,81,0,2.05,1553.468944,98,4,56.1,0,98,3.16,98,0.1,17959,6.1,5.9,0.806,14.0,4.334672938290411
187,2004,1,75.2,83,0,2.16,1380.228095,98,11,55.6,0,98,3.37,98,0.1,15846,6.1,5.9,0.803,13.9,4.333361462692601
188,2003,1,75.0,85,0,2.16,1214.558167,98,12,55.2,0,97,3.74,97,0.1,14221,6.1,5.9,0.798,13.7,4.330733340286331
189,2002,1,74.9,87,0,1.99,106.4303336,98,8,55.0,0,98,3.89,98,0.1,1312,6.2,5.9,0.796,13.5,4.3294166844015844
190,2001,1,74.7,9,0,1.95,1150.418063,99,5,54.8,0,99,3.8,99,0.1,12868,6.2,6.0,0.794,13.3,4.3267781604434035
191,2000,1,74.5,92,0,2.15,167.7270642,97,6,54.5,0,97,3.51,97,0.1,13636,6.2,6.0,0.786,13.2,4.324132656254979
192,2015,1,71.8,129,92,0.0,0.0,97,240,18.3,113,97,0.0,97,0.1,121,17.9,18.3,0.575,10.2,4.28771595520264
193,2014,1,71.4,132,98,0.01,10.44640334,97,289,17.7,121,97,2.82,97,0.1,184,18.1,18.6,0.57,10.0,4.282206299391671
194,2013,1,71.0,135,104,0.01,52.82986467,96,237,17.0,130,96,2.88,96,0.1,951,18.3,18.8,0.565,10.0,4.276666119016055
195,2012,1,77.0,137,111,0.01,59.2589257,94,1986,16.4,139,94,3.8,94,0.1,856,18.5,19.0,0.557,9.9,4.356708826689592
196,2011,1,73.0,14,118,0.01,62.34988484,96,5625,15.8,150,96,3.16,96,0.1,835,18.7,19.2,0.545,9.4,4.30406509320417
197,2010,1,69.9,142,126,0.01,62.65945432,94,788,15.2,161,94,3.6,94,0.1,757,18.9,19.4,0.535,8.9,4.2612704335380815
198,2009,1,69.5,144,135,0.01,53.26400378,97,718,14.6,173,97,2.91,97,0.1,681,19.1,19.7,0.523,8.4,4.255612709818223
199,2008,1,69.1,147,144,0.01,42.48865034,96,2660,14.0,186,96,2.85,96,0.1,615,19.3,19.9,0.52,8.6,4.249922794040544
200,2007,1,68.6,151,154,0.01,46.36536703,95,2924,13.5,201,96,2.8,94,0.1,541,19.5,2.1,0.513,8.6,4.242764567340374
201,2006,1,68.2,152,164,0.01,42.3304549,86,6192,13.0,215,95,2.8,94,0.1,494,19.7,2.3,0.506,8.4,4.237000862623624
202,2005,1,67.8,155,174,0.01,38.05462002,45,25934,12.5,231,94,2.68,93,0.1,484,19.9,2.5,0.499,8.2,4.231203744939298
203,2004,1,67.3,158,185,0.01,4.11469667,11,9743,12.0,247,88,2.62,99,0.1,46,2.1,2.7,0.491,8.1,4.223909766576744
204,2003,1,66.8,161,196,0.01,35.48458957,5,4067,11.6,264,9,2.51,87,0.1,432,2.3,2.9,0.484,7.9,4.216562194946349
205,2002,1,66.3,164,207,0.01,0.397228764,0,3484,11.2,280,83,2.59,83,0.1,4,2.5,21.1,0.476,7.7,4.209160236650682
206,2001,1,65.8,168,219,0.01,3.395069781,0,4414,1.8,298,85,2.47,85,0.1,42,2.7,21.3,0.468,7.5,4.2017030805426
207,2000,1,65.3,173,231,0.01,3.69633051,0,5098,1.4,316,83,2.33,82,0.1,45,2.9,21.5,0.459,7.3,4.194189897191817
208,2015,1,75.5,98,0,0.0,0.0,97,0,54.5,0,97,0.0,97,0.1,15557,3.8,3.7,0.794,15.3,4.33729074083249
209,2014,1,75.4,1,0,8.82,294.9056584,94,0,53.7,0,95,7.47,94,0.1,15359,3.8,3.7,0.793,15.3,4.335982696172475
210,2013,1,75.2,11,0,8.74,263.0372838,91,0,53.0,0,91,7.57,91,0.1,15472,3.8,3.8,0.792,15.3,4.333361462692601
211,2012,1,75.1,12,0,8.61,260.0043858,87,0,52.2,0,88,7.43,87,0.1,15384,3.8,3.8,0.785,15.3,4.33204826486764
212,2011,1,74.9,14,0,8.51,173.9825629,91,0,51.4,0,91,6.67,91,0.1,15534,3.8,3.8,0.78,15.5,4.3294166844015844
213,2010,1,74.7,16,0,8.41,154.9630863,86,0,5.7,0,9,6.17,86,0.1,1595,3.8,3.8,0.781,15.8,4.3267781604434035
214,2009,1,74.6,19,0,8.46,327.1618128,93,0,49.9,0,93,6.21,93,0.1,16523,3.8,3.8,0.779,15.5,4.3254562831854875
215,2008,1,74.4,111,0,8.95,25.52277112,85,0,49.2,0,85,6.1,85,0.1,1657,3.9,3.9,0.775,15.3,4.32280727501391
216,2007,1,74.2,113,0,8.47,1641.30981,93,0,48.4,0,93,5.64,93,0.1,16462,3.9,3.9,0.771,15.0,4.320151230955794
217,2006,1,74.1,115,0,8.39,181.5000856,84,0,47.7,0,85,5.27,84,0.1,15646,4.0,3.9,0.766,14.8,4.318820558770089
218,2005,1,73.9,117,0,8.01,1311.440423,92,0,46.9,0,91,5.38,92,0.1,14223,4.0,4.0,0.761,14.6,4.316153890523174
219,2004,1,73.8,119,0,7.68,166.0083443,93,0,46.2,0,93,5.71,93,0.2,12868,4.1,4.0,0.757,14.4,4.314817884980432
220,2003,1,73.7,121,0,7.65,13.5139917,91,0,45.4,0,9,5.82,89,0.4,1228,4.1,4.1,0.753,14.2,4.3134800921387715
221,2002,1,73.5,123,0,7.59,133.099491,66,0,44.6,0,86,5.76,87,0.8,11675,4.2,4.1,0.749,14.0,4.310799125385514
222,2001,1,73.4,125,0,7.38,138.1664627,18,0,43.8,0,93,5.47,84,0.7,11513,4.2,4.2,0.75,14.0,4.309455941839047
223,2000,1,73.3,127,0,7.43,1140.615754,0,0,43.0,0,86,5.16,93,0.9,11568,4.3,4.2,0.741,14.0,4.308110951723713
224,2015,1,72.3,196,0,0.0,0.0,99,2,62.3,0,99,0.0,99,0.1,5949,1.9,2.0,0.798,15.6,4.294560608892605
225,2014,1,72.0,199,0,13.94,1147.1114,97,64,61.7,0,97,5.69,97,0.1,8318,1.9,2.0,0.796,15.7,4.290459441148391
226,2013,1,71.7,23,0,14.66,1109.854619,98,16,61.1,1,98,6.7,98,0.1,7978,2.0,2.0,0.796,15.7,4.286341384539473
227,2012,1,71.9,194,0,16.35,91.70962117,97,10,6.5,1,98,5.1,98,0.1,694,2.0,2.1,0.793,15.6,4.289088639014612
228,2011,1,72.0,232,0,17.31,846.9113071,98,50,59.9,1,98,4.92,98,0.1,6519,2.0,2.1,0.787,15.5,4.290459441148391
229,2010,1,73.0,222,0,14.44,8.49409518,96,1,59.3,1,99,5.55,98,0.1,63,2.0,2.2,0.78,15.5,4.30406509320417
230,2009,1,70.0,226,0,14.09,434.7985025,98,0,58.7,1,98,6.9,96,0.1,5176,2.1,2.2,0.771,15.4,4.2626798770413155
231,2008,1,70.0,224,1,14.67,501.8056141,98,0,58.2,1,98,5.95,97,0.1,6376,2.1,2.3,0.755,15.1,4.2626798770413155
232,2007,1,69.8,226,1,14.22,464.077513,91,1,57.7,1,9,6.44,95,0.1,4735,2.2,2.3,0.739,14.9,4.259859000699674
233,2006,1,68.9,243,1,12.6,364.426052,98,149,57.2,1,97,6.34,99,0.1,3848,2.2,2.4,0.723,14.6,4.247065649239764
234,2005,1,68.1,252,1,11.01,45.65007798,99,1,56.7,1,98,6.89,99,0.1,3126,2.3,2.5,0.713,14.4,4.235554730773624
235,2004,1,68.2,247,1,12.05,42.33443901,99,2,56.2,1,99,6.59,99,0.1,2378,2.4,2.5,0.703,14.1,4.237000862623624
236,2003,1,67.7,253,1,11.17,23.83578594,56,21,55.8,1,53,6.59,5,0.1,1819,2.5,2.6,0.695,13.9,4.229749199228304
237,2002,1,67.2,262,1,12.23,145.4233629,99,14,55.3,1,99,6.47,99,0.1,1479,2.5,2.7,0.687,13.6,4.222444564849416
238,2001,1,67.7,254,1,10.74,14.06141699,93,45,54.9,1,99,6.62,99,0.1,1244,2.6,2.7,0.681,13.3,4.229749199228304
239,2000,1,68.0,247,1,12.98,24.24947846,7,21,54.4,1,99,6.13,99,0.1,1276,2.7,2.8,0.675,13.1,4.23410650459726
240,2015,0,81.1,74,0,0.0,0.0,98,47,63.7,1,99,0.0,99,0.1,4356,1.0,1.0,0.895,16.6,4.407938016458383
241,2014,0,89.0,76,0,12.6,7163.348923,98,70,63.4,1,99,1.59,99,0.1,47439,1.0,1.0,0.89,16.3,4.499809670330265
242,2013,0,87.0,77,0,11.77,702.359357,98,39,63.0,1,99,1.57,99,0.1,4651,1.0,0.9,0.889,16.3,4.477336814478207
243,2012,0,83.0,78,0,10.08,664.4738975,98,109,62.6,1,99,1.54,99,0.1,4474,0.9,0.9,0.886,16.2,4.430816798843313
244,2011,0,83.0,8,0,10.11,713.5297354,97,576,62.3,1,98,1.42,98,0.1,4772,0.9,0.9,0.884,16.1,4.430816798843313
245,2010,0,80.0,81,0,10.22,665.7356115,97,40,61.9,1,98,1.17,98,0.1,4438,0.9,0.9,0.878,15.9,4.394449154672439
246,2009,0,79.8,85,0,10.05,671.9376566,97,33,61.6,1,98,1.39,98,0.1,4488,0.9,0.9,0.876,15.8,4.39197696552705
247,2008,0,79.5,87,0,10.47,7191.051507,98,98,61.3,1,99,9.6,99,0.1,48424,0.8,0.8,0.874,15.8,4.388257184424518
248,2007,0,79.5,86,0,10.25,640.3560918,94,64,6.9,1,99,9.25,98,0.1,4443,0.8,0.8,0.871,15.8,4.388257184424518
249,2006,0,79.4,85,0,10.98,5579.199083,94,15,6.6,1,99,9.17,98,0.1,38852,0.8,0.8,0.865,15.7,4.387014176184921
250,2005,0,78.9,89,0,12.27,5068.214488,77,26,6.2,1,97,9.24,97,0.1,36967,0.8,0.8,0.861,15.7,4.380775852772229
251,2004,0,78.8,91,1,12.05,5160.508378,64,61,59.8,1,96,9.32,95,0.1,35589,0.8,0.8,0.88,18.8,4.379523504455763
252,2003,0,78.3,95,0,11.28,507.306164,64,44,59.4,1,96,9.3,95,0.1,3743,0.8,0.8,0.878,18.6,4.373238128640803
253,2002,0,78.0,99,1,11.29,320.3177664,6,0,59.0,1,96,8.46,95,0.1,2552,0.8,0.8,0.875,18.8,4.3694478524670215
254,2001,0,78.0,1,1,11.01,2943.375396,6,83,58.5,1,96,8.29,95,0.1,23121,0.8,0.8,0.873,18.2,4.3694478524670215
255,2000,0,77.6,11,1,11.21,287.2084529,6,0,58.1,1,96,8.12,95,0.1,2327,0.8,0.8,0.869,18.0,4.364371699435161
256,2015,1,71.0,175,0,0.0,0.0,94,0,5.9,0,94,0.0,94,0.2,4849,3.5,3.4,0.706,12.8,4.276666119016055
257,2014,1,70.0,177,0,6.58,670.0920883,95,0,5.1,0,95,5.79,95,0.2,4852,3.4,3.4,0.705,12.8,4.2626798770413155
258,2013,1,69.8,18,0,6.56,629.2018591,95,0,49.3,0,95,5.79,95,0.2,4688,3.4,3.4,0.706,12.9,4.259859000699674
259,2012,1,69.4,189,0,6.66,582.8027185,98,0,48.5,0,98,5.45,98,0.1,4673,3.5,3.4,0.702,12.5,4.254193263163997
260,2011,1,69.4,188,0,6.64,605.6286892,95,0,47.8,0,95,5.61,95,0.5,4516,3.5,3.4,0.7,12.4,4.254193263163997
261,2010,1,69.5,186,0,6.76,569.9527122,96,0,47.0,0,96,5.85,96,0.2,4344,3.5,3.4,0.7,12.4,4.255612709818223
262,2009,1,69.5,184,0,6.85,549.8096097,97,0,46.3,0,98,5.81,97,0.3,4258,3.5,3.4,0.7,12.7,4.255612709818223
263,2008,1,69.6,181,0,7.22,51.25232422,94,0,45.7,0,94,5.9,94,0.1,447,3.5,3.4,0.699,12.8,4.257030144499196
264,2007,1,69.6,181,0,7.24,69.63051047,96,0,45.0,0,97,4.76,96,0.6,4324,3.5,3.5,0.7,12.8,4.257030144499196
265,2006,1,69.4,184,0,6.48,387.3324928,98,0,44.4,0,98,4.4,98,0.6,4187,3.6,3.5,0.692,12.3,4.254193263163997
266,2005,1,69.0,191,0,6.25,365.799896,96,0,43.8,0,96,4.45,96,0.8,3933,3.6,3.5,0.695,12.8,4.248495242049359
267,2004,1,68.7,197,0,6.2,325.6807462,97,0,43.2,0,97,4.39,97,0.8,3831,3.6,3.5,0.691,12.5,4.244200317766478
268,2003,1,68.4,21,0,5.67,312.7995946,96,0,42.6,0,95,4.53,96,1.5,3679,3.6,3.6,0.684,12.2,4.239886867512759
269,2002,1,68.5,199,0,4.99,262.8299189,97,0,42.0,0,93,4.38,89,0.1,3556,3.7,3.6,0.678,11.9,4.241326752570746
270,2001,1,68.2,21,0,4.9,251.6586929,96,0,41.4,0,96,4.5,96,0.4,3419,3.7,3.7,0.677,11.8,4.237000862623624
271,2000,1,68.3,196,0,4.79,219.0239836,76,0,4.8,0,91,3.98,91,0.3,3364,3.8,3.7,0.668,11.7,4.238444906195857
272,2015,1,60.0,249,25,0.0,0.0,82,55,25.7,39,78,0.0,82,1.0,783,6.9,6.8,0.481,10.7,4.110873864173311
273,2014,1,59.7,252,25,0.01,90.12206791,78,786,25.2,39,74,4.59,78,1.1,943,7.1,6.9,0.475,10.7,4.1059436980654525
274,2013,1,59.5,251,25,0.01,87.4080423,77,637,24.6,39,73,4.59,77,1.2,915,7.2,7.1,0.466,10.3,4.102643365036796
275,2012,1,59.3,251,25,0.01,9.80407467,8,288,24.1,39,8,4.86,8,1.3,837,7.4,7.3,0.458,10.0,4.09933210373314
276,2011,1,59.1,251,25,1.4,110.2633619,75,426,23.5,39,77,5.37,75,1.4,825,7.6,7.5,0.454,9.8,4.096009841541162
277,2010,1,58.7,254,25,1.33,94.25737917,76,392,23.0,39,77,4.95,76,1.4,757,7.8,7.6,0.451,9.5,4.089332020398556
278,2009,1,58.4,259,25,1.16,71.01399249,79,1461,22.5,39,8,4.46,79,1.6,793,7.9,7.8,0.448,9.3,4.084294226368599
279,2008,1,57.6,278,25,1.28,7.615430126,75,928,22.0,39,77,4.2,75,1.8,82,8.1,8.0,0.444,9.1,4.070734696582967
280,2007,1,57.1,283,25,1.12,7.49281752,82,341,21.5,39,82,4.55,82,2.0,76,8.3,8.2,0.438,8.9,4.062165663857866
281,2006,1,56.8,284,25,1.19,75.91429496,74,176,21.0,39,76,4.75,74,2.0,625,8.5,8.4,0.434,8.7,4.056988775678332
282,2005,1,56.5,285,25,1.13,7.106997355,7,210,2.5,39,73,4.73,7,2.1,61,8.7,8.6,0.43,8.5,4.051784947803305
283,2004,1,56.1,285,25,1.15,10.73628066,75,262,2.1,39,74,4.56,72,2.1,583,8.9,8.8,0.423,8.1,4.044804116661965
284,2003,1,55.8,285,25,1.35,8.931827297,73,217,19.7,40,75,4.63,73,2.1,519,9.1,9.0,0.416,7.7,4.039536325727106
285,2002,1,55.6,283,25,1.23,40.48815233,15,1588,19.2,40,76,4.27,75,2.1,418,9.3,9.2,0.407,7.3,4.036008985209137
286,2001,1,55.5,281,25,1.29,45.33476384,0,5859,18.8,40,77,4.69,76,2.1,378,9.5,9.4,0.395,6.6,4.034240638152395
287,2000,1,55.4,279,25,1.34,37.38182018,0,4244,18.4,40,78,4.34,78,2.0,374,9.7,9.6,0.389,6.4,4.032469158504013
288,2015,1,69.8,211,0,0.0,0.0,99,11,24.5,0,98,0.0,99,0.5,2613,15.4,16.0,0.604,12.5,4.259859000699674
289,2014,1,69.4,216,0,0.01,209.3921344,99,0,23.6,1,98,3.57,99,0.5,2522,15.7,16.2,0.596,12.5,4.254193263163997
290,2013,1,69.1,219,0,0.01,19.79057439,97,0,22.7,1,97,3.83,97,0.6,235,15.9,16.5,0.589,12.6,4.249922794040544
291,2012,1,68.7,223,0,0.01,188.7373664,97,1,21.9,1,97,3.7,97,0.6,2422,16.1,16.7,0.581,12.3,4.244200317766478
292,2011,1,68.3,225,0,0.23,289.8524057,95,10,21.1,1,95,4.73,95,0.5,2458,16.3,17.0,0.572,11.9,4.238444906195857
293,2010,1,67.9,228,1,0.28,244.0391949,91,21,2.3,1,92,5.17,91,0.5,2178,16.6,17.3,0.0,11.4,4.232656178019613
294,2009,1,67.4,232,1,0.17,27.48907048,93,6,19.5,1,93,6.3,93,0.4,177,16.8,17.5,0.0,10.9,4.225372824628505
295,2008,1,67.0,234,1,0.21,302.667579,96,7,18.8,1,96,6.58,96,0.4,1795,17.1,17.8,0.0,10.5,4.219507705176107
296,2007,1,66.5,238,1,0.16,283.806236,95,11,18.0,1,93,5.88,95,0.3,1741,17.3,18.1,0.0,10.1,4.212127597878484
297,2006,1,65.8,245,1,0.29,169.2023968,95,2,17.4,1,96,5.27,95,0.3,1335,17.5,18.3,0.0,9.6,4.2017030805426
298,2005,1,65.0,254,1,0.73,145.5965445,95,11,16.7,1,95,5.28,95,0.3,1247,17.8,18.6,0.0,9.2,4.189654742026425
299,2004,1,64.2,263,1,0.96,2.586698228,89,3,16.1,1,9,4.41,89,0.3,197,18.0,18.8,0.0,8.8,4.177459468932607
300,2003,1,63.3,273,1,0.52,19.15664091,95,0,15.5,1,96,4.9,95,0.2,997,18.3,19.1,0.0,8.4,4.163559631243574
301,2002,1,62.5,282,1,0.29,151.9755193,83,27,14.9,1,89,7.75,86,0.1,885,18.6,19.4,0.0,8.0,4.151039905898646
302,2001,1,61.7,29,1,0.14,8.574029812,89,756,14.4,1,88,5.91,88,0.1,87,18.9,19.6,0.0,7.6,4.138361447638875
303,2000,1,62.0,312,1,0.17,93.35872844,98,418,13.9,1,98,6.91,92,0.1,765,19.2,19.9,0.0,7.3,4.143134726391533
304,2015,1,77.0,186,8,0.0,0.0,99,0,52.6,10,99,0.0,99,0.1,0,1.2,1.1,0.671,13.8,4.356708826689592
305,2014,1,74.0,189,8,3.62,0.0,98,0,51.9,10,99,6.33,98,0.1,0,1.2,1.1,0.666,13.8,4.31748811353631
306,2013,1,71.0,192,8,3.78,0.0,94,0,51.2,10,95,5.96,94,0.1,0,1.2,1.1,0.661,13.8,4.276666119016055
307,2012,1,69.8,194,8,3.89,0.0,93,0,5.6,11,93,5.56,93,0.1,0,1.2,1.1,0.655,13.8,4.259859000699674
308,2011,1,69.3,198,9,3.93,0.0,95,0,49.9,11,95,5.49,95,0.2,0,1.2,1.1,0.649,13.8,4.252771798816619
309,2010,1,68.7,22,9,3.95,0.0,91,0,49.3,12,9,5.44,91,0.2,0,1.2,1.1,0.643,13.8,4.244200317766478
310,2009,1,68.0,27,10,3.87,0.0,93,0,48.6,12,92,5.76,93,0.2,0,1.2,1.1,0.636,13.8,4.23410650459726
311,2008,1,67.4,211,10,3.77,0.0,88,0,48.0,13,87,5.0,88,0.2,0,1.3,1.1,0.632,14.0,4.225372824628505
312,2007,1,66.8,216,11,3.47,0.0,84,0,47.3,14,85,4.96,84,0.2,0,1.3,1.2,0.626,14.1,4.216562194946349
313,2006,1,66.2,219,11,3.23,0.0,83,0,46.7,15,82,5.19,83,0.2,0,1.3,1.2,0.625,14.3,4.207673247529104
314,2005,1,65.7,222,12,2.86,0.0,85,0,46.0,16,84,5.67,85,0.2,0,1.3,1.2,0.622,14.4,4.200204952921578
315,2004,1,65.1,226,12,2.66,0.0,84,0,45.4,16,84,5.22,84,0.2,0,1.4,1.2,0.62,14.6,4.191168746857641
316,2003,1,64.5,23,13,2.37,0.0,8,0,44.7,17,82,5.3,88,0.2,0,1.4,1.3,0.617,14.4,4.182050142641207
317,2002,1,63.9,234,14,2.26,0.0,77,0,44.0,18,76,6.53,77,0.1,0,1.4,1.3,0.61,14.0,4.1728476237100445
318,2001,1,63.3,238,14,2.2,0.0,77,0,43.3,19,71,6.31,71,0.1,0,1.5,1.4,0.607,13.7,4.163559631243574
319,2000,1,62.6,243,15,2.32,0.0,77,122,42.6,20,74,5.67,75,0.1,0,1.5,1.4,0.6,13.3,4.152613470346076
320,2015,1,77.4,88,0,0.0,0.0,82,1677,55.8,0,74,0.0,82,0.1,4574,2.3,2.3,0.747,14.2,4.361823927356363
321,2014,1,77.2,89,0,4.03,732.8662491,89,3000,55.3,0,86,9.57,86,0.1,5193,2.4,2.4,0.742,14.2,4.359269647551265
322,2013,1,77.0,9,0,4.12,75.61062911,91,0,54.7,0,87,9.46,89,0.1,535,2.4,2.4,0.735,14.2,4.356708826689592
323,2012,1,76.8,92,0,4.61,693.8226461,92,22,54.2,0,87,9.94,92,0.1,4716,2.5,2.5,0.728,13.9,4.354141431184346
324,2011,1,76.9,92,0,4.64,7.959131146,88,10,53.7,0,89,9.71,88,0.1,55,2.6,2.5,0.711,13.4,4.355425952876702
325,2010,1,76.4,94,0,4.54,630.3883564,89,45,53.1,0,9,9.58,89,0.1,4611,2.6,2.6,0.717,13.3,4.3489867805956814
326,2009,1,76.1,97,0,4.75,645.021302,9,22,52.6,0,9,9.64,9,0.1,4697,2.7,2.7,0.716,13.3,4.345103280569283
327,2008,1,76.0,98,0,5.13,66.04635027,88,8,52.1,0,92,8.58,91,0.1,575,2.8,2.7,0.71,13.1,4.343805421853684
328,2007,1,75.4,16,0,5.16,8.240355867,94,166,51.5,0,95,8.37,95,0.1,418,2.8,2.8,0.703,12.9,4.335982696172475
329,2006,1,75.7,1,0,4.82,38.25414065,9,17,51.0,0,91,8.28,87,0.1,344,2.9,2.8,0.697,12.7,4.33990170837321
330,2005,1,75.0,12,0,4.56,45.71354264,93,23,5.5,0,95,8.5,93,0.1,2968,2.9,2.9,0.0,12.5,4.330733340286331
331,2004,1,75.5,99,0,4.25,3.479918859,36,28,49.9,0,87,9.4,84,0.1,265,3.0,3.0,0.0,12.3,4.33729074083249
332,2003,1,75.2,12,0,4.14,39.86518043,0,18,49.4,0,87,7.94,87,0.1,2214,3.0,3.0,0.0,12.1,4.333361462692601
333,2002,1,75.4,11,0,3.84,151.1399301,0,28,48.8,0,86,7.1,8,0.1,1761,3.1,3.1,0.0,11.9,4.335982696172475
334,2001,1,74.9,113,0,3.85,143.2947487,0,0,48.2,0,92,7.16,91,0.1,1524,3.2,3.2,0.0,11.6,4.3294166844015844
335,2000,1,74.6,116,0,3.64,165.6168642,0,43,47.6,0,87,7.9,85,0.1,1461,3.3,3.2,0.0,0.0,4.3254562831854875
336,2015,1,65.7,256,2,0.0,0.0,95,0,37.9,2,96,0.0,95,2.2,6532,6.4,6.1,0.698,12.6,4.200204952921578
337,2014,1,65.1,268,2,0.01,662.802194,95,1,37.3,2,96,5.41,95,2.3,7497,6.7,6.4,0.697,12.6,4.191168746857641
338,2013,1,64.2,286,2,0.01,1.117811275,95,1,36.8,2,96,5.84,95,2.8,77,7.0,6.7,0.693,12.6,4.177459468932607
339,2012,1,63.4,3,2,0.01,12.83447357,95,7,36.2,3,96,6.27,95,4.4,729,7.3,7.0,0.687,12.5,4.165113633110308
340,2011,1,62.2,325,2,5.76,668.9562854,95,8,35.7,3,96,5.25,95,5.5,7645,7.7,7.4,0.678,12.4,4.146304301152812
341,2010,1,61.1,349,2,5.99,547.0386679,95,853,35.2,3,96,5.64,95,6.2,6346,8.0,7.8,0.669,12.3,4.128745988939433
342,2009,1,59.2,393,2,5.01,426.7855662,94,184,34.7,3,96,6.39,96,9.0,5185,8.4,8.2,0.661,12.2,4.097672352314776
343,2008,1,57.5,427,2,6.56,476.8625872,94,0,34.2,3,96,5.55,96,12.7,5623,8.8,8.6,0.646,12.1,4.069026754237811
344,2007,1,56.9,436,2,6.21,512.5887995,93,1,33.7,3,96,4.71,96,13.4,5714,9.2,9.0,0.63,12.1,4.05871738457895
345,2006,1,54.8,491,2,6.45,76.31867911,93,6,33.2,3,96,4.93,96,14.4,5374,9.6,9.4,0.61,11.9,4.021773869387265
346,2005,1,51.7,566,2,6.37,629.8425643,92,5,32.7,3,96,5.62,96,20.6,5351,1.0,9.9,0.593,11.9,3.9646154555473165
347,2004,1,48.1,652,2,4.9,469.5823898,91,1,32.2,4,96,5.56,96,28.4,4896,1.5,1.4,0.58,11.8,3.893859034800475
348,2003,1,46.4,693,2,5.51,299.3671252,9,59,31.6,4,96,4.65,96,31.9,4163,1.9,1.8,0.567,11.8,3.858622228701031
349,2002,1,46.0,699,2,6.41,6.3300072,88,7,31.1,4,97,6.47,97,34.6,355,11.4,11.3,0.558,11.9,3.8501476017100584
350,2001,1,46.7,679,2,5.48,306.9527349,87,1,3.5,4,97,5.73,97,37.2,3128,11.8,11.8,0.56,11.8,3.8649313978942956
351,2000,1,47.8,647,2,5.37,250.8916484,86,2672,29.9,4,97,4.64,97,38.8,3349,12.3,12.2,0.559,11.7,3.8877303128591016
352,2015,1,75.0,142,42,0.0,0.0,96,214,56.1,47,98,0.0,96,0.1,8757,2.7,2.6,0.754,15.2,4.330733340286331
353,2014,1,74.8,144,44,7.32,83.16465362,96,876,55.3,49,96,8.32,93,0.1,1226,2.7,2.7,0.747,15.2,4.328098292648326
354,2013,1,74.7,146,46,7.24,916.270845,96,220,54.5,52,96,8.48,97,0.1,12216,2.8,2.7,0.734,14.2,4.3267781604434035
355,2012,1,74.5,148,49,7.55,843.1946259,96,2,53.6,54,96,8.26,95,0.1,12291,2.8,2.8,0.73,14.2,4.324132656254979
356,2011,1,74.1,152,51,7.58,1084.999766,98,43,52.8,57,98,8.9,99,0.1,13167,2.9,2.8,0.724,14.0,4.318820558770089
357,2010,1,73.8,154,54,7.52,1111.191325,96,68,52.0,61,99,8.27,99,0.1,11224,2.9,2.9,0.716,13.8,4.314817884980432
358,2009,1,73.6,157,57,7.33,564.5233902,99,0,51.1,64,99,8.65,99,0.1,8553,3.0,2.9,0.714,13.8,4.312140507209715
359,2008,1,73.4,158,61,7.21,526.3780636,96,0,5.3,68,99,8.24,99,0.1,8787,3.0,3.0,0.704,13.3,4.309455941839047
360,2007,1,73.3,159,65,7.19,394.9321299,99,0,49.4,73,99,8.28,99,0.1,7313,3.1,3.0,0.7,13.5,4.308110951723713
361,2006,1,73.0,161,70,7.1,30.30374691,99,57,48.6,79,99,8.36,99,0.1,586,3.1,3.1,0.698,13.8,4.30406509320417
362,2005,1,72.7,163,75,6.97,23.76370075,98,6,47.8,85,99,8.27,99,0.1,477,3.2,3.1,0.694,13.8,4.300002799195291
363,2004,1,72.0,17,81,6.85,186.6090485,96,0,46.9,93,99,7.7,99,0.1,3623,3.2,3.2,0.695,14.0,4.290459441148391
364,2003,1,71.8,172,88,6.95,15.85781237,97,2,46.1,100,99,6.94,99,0.1,359,3.3,3.3,0.699,14.8,4.28771595520264
365,2002,1,71.4,176,95,7.0,140.9824766,92,1,45.3,109,99,7.13,99,0.1,2819,3.3,3.3,0.692,14.6,4.282206299391671
366,2001,1,71.0,179,103,7.13,149.4802091,91,1,44.5,118,99,7.19,98,0.1,3146,3.4,3.4,0.685,14.3,4.276666119016055
367,2000,1,75.0,183,111,7.26,179.4777293,94,36,43.7,127,99,7.3,98,0.1,3739,3.4,3.4,0.677,14.1,4.330733340286331
368,2015,1,77.7,78,0,0.0,0.0,99,4,41.2,0,99,0.0,99,0.1,3967,5.7,5.1,0.864,14.9,4.365643155423357
369,2014,1,77.6,8,0,0.01,269.1432784,99,1,4.2,0,99,2.65,99,0.1,4159,5.7,5.2,0.863,15.0,4.364371699435161
370,2013,1,77.1,84,0,0.01,2845.306444,98,0,39.2,0,99,2.61,99,0.1,44597,5.8,5.2,0.86,14.9,4.35799005684564
371,2012,1,78.3,79,0,0.01,3192.634413,99,1,38.2,0,99,2.3,99,0.1,47651,5.8,5.3,0.852,14.4,4.373238128640803
372,2011,1,77.4,79,0,0.97,295.7730171,93,4,37.2,0,99,2.25,97,0.1,4717,5.9,5.4,0.846,14.1,4.361823927356363
373,2010,1,76.9,79,0,0.88,2218.364226,96,0,36.2,0,99,2.73,95,0.1,35268,5.9,5.4,0.845,14.2,4.355425952876702
